,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,House_Sale_Price
12632,1880,3880,3.0,5,8,697270.0
12633,2820,5820,3.0,6,7,814173.0
12634,1620,7560,1.75,4,7,695167.0
12635,1950,1963,1.5,3,8,508899.0
12636,3280,4000,3.5,5,9,844787.0
12637,1650,4000,1.75,3,7,612000.0
12638,1520,4000,1.75,3,7,422391.0
12639,750,2786,1.0,2,7,426512.0
12640,1260,3960,1.0,2,6,426565.0
12641,1580,3750,2.0,3,7,433462.0
12642,1400,4000,1.75,3,7,542118.0
12643,890,4000,1.0,2,7,380046.0
12644,1660,9673,1.75,3,7,381883.0
12645,960,3200,1.0,2,7,492698.0
12646,1470,10125,2.0,3,6,695920.0
12647,1850,10125,2.5,3,8,806119.0
12648,2790,8989,2.75,4,10,933545.0
12649,2170,9525,2.0,3,8,908002.0
12650,2430,10537,2.5,4,8,902073.0
12651,2300,3648,2.75,5,7,729391.0
12652,1420,4923,1.5,4,8,694534.0
12653,1064,5287,2.0,3,6,219990.0
12654,840,5067,1.0,2,5,226106.0
12655,840,5067,1.0,2,5,174529.0
12656,1280,21750,1.0,2,6,320000.0
12657,1250,1017,2.25,3,8,362110.0
12658,3310,7025,3.5,4,9,870820.0
12659,3310,7025,3.5,4,9,1123097.0
12660,2680,2695,2.5,3,10,1054425.0
12661,3160,4200,3.5,4,8,1161566.0
12662,2220,4000,2.0,3,7,687213.0
12663,1570,5600,2.0,3,8,370832.0
12664,3471,27929,3.25,5,10,1029746.0
12665,2730,15677,2.0,3,9,783901.0
12666,2030,15400,1.75,4,8,578872.0
12667,1060,8922,1.0,3,6,170491.0
12668,1320,8865,1.0,2,6,259018.0
12669,1420,7790,1.0,4,7,228857.0
12670,2060,5950,2.5,4,8,363424.0
12671,2060,5950,2.5,4,8,400921.0
12672,2060,5950,2.5,4,8,297744.0
12673,1630,11021,2.25,3,7,357547.0
12674,1400,10754,1.75,3,7,318492.0
12675,930,4000,1.0,1,6,238600.0
12676,1330,7906,2.0,4,7,325067.0
12677,1410,8468,1.0,3,7,325055.0
12678,1240,6250,2.0,1,7,469775.0
12679,1960,5238,2.5,4,7,296463.0
12680,1020,4000,1.75,3,7,563185.0
12681,1940,3285,2.5,3,8,639847.0
12682,1680,3465,1.75,2,7,428066.0
12683,1330,6466,1.5,3,7,372178.0
12684,960,6466,1.0,2,7,420144.0
12685,1580,6413,2.0,3,7,539504.0
12686,880,6413,1.0,2,7,382726.0
12687,1720,6413,2.0,4,7,557569.0
12688,980,7200,1.0,3,7,494389.0
12689,920,6731,1.0,2,7,420643.0
12690,2900,5359,2.75,4,9,749029.0
12691,2790,5000,2.5,3,9,737012.0
12692,3010,5000,2.5,4,9,756428.0
12693,3000,5548,2.5,4,9,764728.0
12694,3060,5000,2.5,4,9,745218.0
12695,3060,5000,2.5,4,9,735237.0
12696,3060,5000,2.5,4,9,718724.0
12697,2630,5000,2.5,5,9,779275.0
12698,2840,5000,2.5,3,9,754585.0
12699,2870,5349,2.75,5,9,737627.0
12700,3500,4000,3.5,4,10,1241637.0
12701,1430,2295,2.0,3,8,673451.0
12702,2550,4089,2.25,3,9,887018.0
12703,1780,4000,1.0,3,8,555777.0
12704,2240,6200,2.0,4,8,962050.0
12705,2040,4000,2.0,3,7,565749.0
12706,2040,4000,2.0,3,7,790168.0
12707,3560,4000,3.0,4,9,1316269.0
12708,3290,4000,3.5,4,9,1507585.0
12709,2050,3300,2.5,3,9,778088.0
12710,3030,4000,3.0,4,10,374463.0
12711,2240,4000,1.75,2,8,827884.0
12712,1800,4000,2.5,3,7,730450.0
12713,1700,4760,1.5,4,7,836505.0
12714,2550,6318,2.5,5,8,431566.0
12715,2031,7321,2.5,5,8,505702.0
12716,1470,4800,1.75,2,8,700137.0
12717,1630,4800,1.75,3,7,543462.0
12718,1660,3960,1.0,3,7,520920.0
12719,1660,3960,1.0,3,7,563844.0
12720,1010,3360,1.0,2,7,644284.0
12721,1320,3440,1.0,2,7,557474.0
12722,1540,3885,1.5,3,7,381490.0
12723,1100,1070,1.5,1,8,400871.0
12724,1640,1345,3.5,3,8,657813.0
12725,1740,2495,2.5,3,8,591492.0
12726,1740,2500,2.5,2,8,751622.0
12727,1670,1617,2.0,3,9,584438.0
12728,1670,964,2.0,3,9,556493.0
12729,1760,1144,3.25,3,7,514166.0
12730,1920,3300,1.75,3,8,701982.0
12731,2820,5000,3.5,4,9,363255.0
12732,1460,3300,1.0,1,7,446916.0
12733,2160,7500,2.25,3,10,1101519.0
12734,3030,6400,2.75,4,10,1425577.0
12735,2540,6400,2.5,4,9,843878.0
12736,3180,5521,3.75,5,8,453190.0
12737,3180,5521,3.75,5,8,1181888.0
12738,1800,6400,3.5,4,8,579150.0
12739,3020,4500,3.5,4,9,1156491.0
12740,2840,4502,3.5,3,9,1038596.0
12741,1450,5320,2.0,4,8,856859.0
12742,1450,5320,2.0,4,8,842853.0
12743,3460,5400,3.25,4,10,1878561.0
12744,2180,4420,2.5,3,8,834739.0
12745,1820,2856,1.75,4,7,434208.0
12746,1280,4000,1.75,2,7,544160.0
12747,1540,10800,1.75,3,6,630743.0
12748,1900,12439,2.0,3,7,618521.0
12749,1600,9638,2.0,3,7,645476.0
12750,1940,17233,1.5,3,7,733850.0
12751,2470,8800,2.0,3,9,971381.0
12752,2620,4560,3.75,4,8,815792.0
12753,2910,1880,3.25,4,9,2093131.0
12754,1620,6383,2.5,3,7,307295.0
12755,1640,6000,2.25,3,7,319082.0
12756,1560,6013,2.25,3,7,322370.0
12757,1560,6013,2.25,3,7,231322.0
12758,1530,7630,2.5,3,7,323630.0
12759,2450,6000,2.75,3,7,391345.0
12760,1650,7083,2.25,3,7,285958.0
12761,1840,6877,2.25,4,7,342292.0
12762,1520,6032,2.5,3,7,336306.0
12763,1700,10291,2.5,4,7,355134.0
12764,1750,6905,2.25,3,7,289166.0
12765,1850,7151,2.25,3,7,338526.0
12766,1850,7151,2.25,3,7,257999.0
12767,1940,8312,2.25,3,7,499229.0
12768,1490,7400,1.5,3,7,303213.0
12769,1400,9031,1.5,2,7,287661.0
12770,1410,8415,1.5,3,7,254323.0
12771,1440,7187,2.0,3,7,275380.0
12772,1520,6805,1.5,3,7,248861.0
12773,1630,6625,1.75,3,7,267607.0
12774,1420,6980,1.75,3,7,282469.0
12775,1440,7364,1.5,3,7,305942.0
12776,1440,7364,1.5,3,7,241847.0
12777,1300,6930,1.5,3,7,255639.0
12778,1750,6636,2.5,3,8,273817.0
12779,1200,6510,1.75,3,8,276470.0
12780,2030,6666,2.5,3,8,311006.0
12781,2100,15140,2.5,4,8,643199.0
12782,2360,6000,2.0,4,7,724441.0
12783,3480,6000,2.5,4,9,892146.0
12784,2370,6998,1.75,3,8,774487.0
12785,1420,4261,1.5,2,8,655520.0
12786,1560,6172,1.75,2,8,766349.0
12787,2400,5921,3.5,3,9,975738.0
12788,3360,16819,2.75,4,9,1064688.0
12789,2760,2804,2.25,3,8,780723.0
12790,2630,5186,2.0,4,8,577423.0
12791,2630,5186,2.0,4,8,806854.0
12792,2070,5180,2.75,4,8,999982.0
12793,1790,6000,1.75,4,7,640467.0
12794,3520,6353,2.75,5,10,1215025.0
12795,3030,5750,3.5,4,8,934603.0
12796,3250,5750,3.25,4,9,687046.0
12797,1580,5750,1.75,3,8,561311.0
12798,2060,6954,1.75,4,8,837935.0
12799,2590,5750,2.25,4,8,705313.0
12800,3340,5750,3.0,4,10,1432373.0
12801,1840,6200,2.5,4,7,611236.0
12802,2470,7628,2.75,6,9,715918.0
12803,3630,7406,3.25,5,9,431878.0
12804,3630,7406,3.25,5,9,553231.0
12805,1840,5419,2.0,4,7,471754.0
12806,3350,5239,3.25,4,9,1217417.0
12807,1160,4260,2.0,3,7,540316.0
12808,2600,7200,2.5,4,8,538642.0
12809,2600,7200,2.5,4,8,575272.0
12810,2480,5870,2.5,4,8,607444.0
12811,2450,5450,2.5,4,8,570773.0
12812,1320,8380,1.0,2,7,366948.0
12813,2240,9652,2.25,5,7,254241.0
12814,2840,10434,2.5,4,8,439329.0
12815,1850,9000,1.75,4,7,594663.0
12816,2260,11557,2.25,4,8,727399.0
12817,1840,8800,2.5,3,8,495683.0
12818,1740,4617,2.5,3,7,373608.0
12819,1810,4056,2.5,3,7,357543.0
12820,2956,34911,2.25,4,9,876330.0
12821,2060,12826,2.5,4,7,410671.0
12822,3250,12000,2.5,6,8,840200.0
12823,1940,8800,2.0,3,8,546965.0
12824,2220,15600,2.25,3,8,623317.0
12825,3141,9900,2.5,4,8,659699.0
12826,2190,9900,2.75,4,8,499410.0
12827,2210,9900,2.5,4,8,577899.0
12828,2330,9900,2.5,4,8,628716.0
12829,2519,8690,1.75,3,8,728229.0
12830,1650,5715,1.0,3,7,485514.0
12831,1140,8180,1.0,3,7,387148.0
12832,2150,12958,2.25,5,8,676504.0
12833,5060,16025,4.0,4,11,2201265.0
12834,4400,15580,4.5,5,11,1942857.0
12835,2490,5034,2.25,3,8,796098.0
12836,1280,9450,1.0,4,7,254172.0
12837,920,8296,1.0,3,7,269620.0
12838,1680,8040,1.5,3,7,400792.0
12839,2400,14621,2.5,3,9,538081.0
12840,2390,9968,2.75,4,9,471165.0
12841,2450,7840,2.25,4,8,406977.0
12842,2440,13256,1.5,4,7,727486.0
12843,3120,6000,2.25,4,7,888864.0
12844,4950,10727,5.5,5,11,2955125.0
12845,1300,12960,1.5,3,7,364173.0
12846,1940,16200,2.75,3,7,327427.0
12847,1940,16200,2.75,3,7,406838.0
12848,1810,14313,1.5,4,7,323109.0
12849,3350,12960,3.75,4,8,611574.0
12850,2160,13500,2.0,4,7,435555.0
12851,1360,13320,1.75,3,7,346973.0
12852,1800,1949,2.5,3,8,470549.0
12853,1630,1971,2.5,3,8,423904.0
12854,1850,3847,2.5,3,8,511278.0
12855,1630,10050,1.75,3,7,418440.0
12856,3110,23546,2.25,5,8,472131.0
12857,3110,23546,2.25,5,8,805852.0
12858,1590,7200,2.25,3,7,428066.0
12859,2140,5075,2.75,4,7,433506.0
12860,1990,6380,2.5,4,8,665805.0
12861,1210,6380,1.0,4,7,513438.0
12862,740,6380,1.0,2,6,381914.0
12863,3600,6380,3.5,5,9,945865.0
12864,890,4080,1.0,2,7,380515.0
12865,1700,6380,1.0,3,7,421537.0
12866,2020,6380,1.75,3,7,494683.0
12867,1990,5027,1.75,3,7,441984.0
12868,1450,5376,1.75,2,7,447321.0
12869,1420,6462,1.75,2,7,520709.0
12870,1430,6380,1.5,4,7,532762.0
12871,1640,6380,1.75,4,7,517714.0
12872,1570,5510,1.0,3,7,575711.0
12873,1340,6380,1.75,2,7,472435.0
12874,1120,6380,1.0,2,7,468863.0
12875,1450,1098,2.5,3,8,437613.0
12876,1570,6380,2.0,3,8,546456.0
12877,1440,5623,1.0,3,6,365225.0
12878,800,5381,1.0,2,7,425694.0
12879,3100,7250,2.5,4,9,1068999.0
12880,1090,4128,1.0,2,7,415573.0
12881,1920,6380,2.0,3,7,533303.0
12882,1020,6052,1.0,2,7,445627.0
12883,1010,4930,1.0,3,7,368848.0
12884,1010,4930,1.0,3,7,379041.0
12885,1850,9570,2.0,3,7,561480.0
12886,1830,6380,2.0,3,7,462053.0
12887,2260,6380,2.25,4,7,585886.0
12888,1430,6838,2.25,2,8,534315.0
12889,1340,1339,2.25,3,7,373692.0
12890,1630,5369,2.5,3,6,478361.0
12891,1540,5744,2.25,3,7,431878.0
12892,1190,6380,1.0,2,7,460501.0
12893,920,6380,1.0,2,7,426625.0
12894,810,4368,1.0,2,6,328256.0
12895,860,5376,1.0,2,7,412699.0
12896,1330,7250,1.0,4,7,505108.0
12897,1330,7250,1.0,4,7,544762.0
12898,1020,5410,1.0,3,7,554511.0
12899,3570,6720,4.5,6,7,488421.0
12900,2260,9570,1.75,3,8,638879.0
12901,2460,7830,2.75,5,9,768064.0
12902,2400,7280,2.0,4,8,553443.0
12903,2560,12760,2.5,4,7,840210.0
12904,1540,5338,2.25,3,7,322525.0
12905,1270,5413,1.75,3,6,415480.0
12906,940,5413,1.0,2,7,383207.0
12907,3700,4734,3.25,4,9,874667.0
12908,1100,6380,1.0,2,7,372101.0
12909,3680,7105,3.0,4,10,1001556.0
12910,1380,6380,1.75,2,7,456276.0
12911,1560,6380,1.75,2,6,460617.0
12912,770,5376,1.0,2,7,328339.0
12913,900,5376,1.0,2,7,453563.0
12914,680,9600,0.75,1,5,211931.0
12915,2150,5171,2.5,4,8,638212.0
12916,1060,4979,1.0,2,6,432636.0
12917,1340,6380,1.0,2,7,487434.0
12918,1960,6380,1.75,3,7,608955.0
12919,1310,5093,1.0,2,7,426488.0
12920,2270,6135,2.5,4,8,574690.0
12921,1320,10920,1.75,3,7,432860.0
12922,2010,10192,2.5,4,8,592814.0
12923,2820,9570,2.5,4,8,830919.0
12924,900,6380,1.0,1,6,333289.0
12925,900,6380,1.0,1,6,377497.0
12926,830,7367,1.0,2,6,316392.0
12927,650,6090,1.0,2,6,278943.0
12928,1080,7250,1.0,4,7,337761.0
12929,1650,6930,1.0,3,7,474077.0
12930,2540,4253,2.0,4,7,442171.0
12931,1580,6380,1.5,3,7,467489.0
12932,2120,5048,2.5,3,9,687851.0
12933,2120,5048,2.5,3,9,679607.0
12934,3320,6380,3.25,4,9,887018.0
12935,810,3773,1.0,2,7,337403.0
12936,820,6380,1.0,2,6,392957.0
12937,1600,6380,1.0,3,7,388481.0
12938,2900,9680,2.5,4,7,403056.0
12939,1120,8661,1.0,2,7,441148.0
12940,1180,6496,1.0,2,7,479419.0
12941,1880,6496,1.0,2,7,381104.0
12942,2330,9570,1.75,4,8,552539.0
12943,2330,9570,1.75,4,8,567831.0
12944,1430,9570,1.5,3,8,510039.0
12945,2180,5413,1.75,4,7,523051.0
12946,690,6380,1.0,1,6,346478.0
12947,860,5431,1.0,3,7,380223.0
12948,1470,5350,1.75,4,7,459342.0
12949,1380,4390,1.75,3,8,437008.0
12950,1390,7023,1.0,2,8,490700.0
12951,1430,7022,1.0,2,7,550140.0
12952,3480,24755,2.75,5,10,777831.0
12953,1180,9558,1.0,3,6,275718.0
12954,1420,10101,1.0,3,6,343579.0
12955,1630,10104,1.0,4,6,382726.0
12956,1530,9984,2.0,4,6,361967.0
12957,1390,10480,1.5,3,6,359567.0
12958,2730,7506,2.25,4,8,500415.0
12959,2730,7506,2.25,4,8,475356.0
12960,1990,8710,3.0,4,8,496484.0
12961,2210,10443,2.5,3,8,458531.0
12962,1830,8761,2.5,4,8,458650.0
12963,2610,9077,2.75,4,8,421053.0
12964,2640,8625,2.5,4,8,452575.0
12965,1860,9790,2.5,3,8,406191.0
12966,1710,11506,2.5,3,8,369004.0
12967,1590,15792,2.5,2,8,340000.0
12968,3110,18843,3.0,4,9,524292.0
12969,1088,1360,1.5,2,7,311033.0
12970,1165,1312,1.5,2,7,300138.0
12971,1830,6269,2.5,4,7,384845.0
12972,1830,5175,2.5,4,7,398072.0
12973,1830,4694,2.5,4,7,302784.0
12974,1830,5184,2.5,4,7,317848.0
12975,1690,4607,2.5,3,7,368280.0
12976,1690,7343,2.5,3,7,370406.0
12977,1830,5612,2.5,4,7,369649.0
12978,1830,7308,2.5,4,7,376217.0
12979,1830,3878,2.5,4,7,336483.0
12980,1630,4473,2.5,4,7,345226.0
12981,1630,6345,2.5,4,7,367213.0
12982,1690,4102,2.5,3,7,348845.0
12983,1830,5252,2.5,4,7,403918.0
12984,1830,5168,2.5,4,7,314699.0
12985,2000,5678,2.5,4,8,423132.0
12986,1830,4498,2.5,4,7,377730.0
12987,1830,5120,2.5,4,7,381104.0
12988,1630,4733,2.5,4,7,307158.0
12989,2430,5502,3.0,4,8,467139.0
12990,2430,5692,3.0,4,8,489486.0
12991,2000,5998,2.5,4,8,366274.0
12992,2430,7163,3.0,4,8,468970.0
12993,3740,10837,3.0,5,8,644529.0
12994,3740,10837,3.0,5,8,600828.0
12995,2800,9593,3.0,4,8,532267.0
12996,2800,7356,3.0,4,8,508336.0
12997,2800,7845,3.0,4,8,495123.0
12998,2800,7845,3.0,4,8,485714.0
12999,2800,7198,3.0,4,8,499676.0
13000,2800,7198,3.0,4,8,517353.0
13001,3780,6800,2.5,4,8,551217.0
13002,2800,6977,3.0,4,8,508800.0
13003,3610,8541,3.0,5,8,593029.0
13004,2430,7243,3.0,4,8,477492.0
13005,2000,5544,2.5,4,8,407837.0
13006,2000,5544,2.5,4,8,382726.0
13007,3640,6930,3.0,5,8,607396.0
13008,2510,6008,2.75,4,8,477356.0
13009,2800,7860,2.5,4,8,545509.0
13010,3740,10710,3.0,5,8,614902.0
13011,1770,5329,2.5,3,7,381265.0
13012,2190,4496,2.5,3,8,400552.0
13013,2350,5100,2.5,3,8,420480.0
13014,2510,5100,2.75,3,8,477901.0
13015,2350,5100,2.5,4,8,401847.0
13016,2350,5100,2.5,4,8,366742.0
13017,2080,5100,3.5,3,8,384615.0
13018,1830,4500,3.5,4,7,374722.0
13019,1770,5000,2.5,4,7,409450.0
13020,1770,4960,2.5,4,7,379715.0
13021,2300,4095,2.5,4,8,440985.0
13022,2370,4095,2.5,3,8,466338.0
13023,2370,4095,2.5,3,8,472146.0
13024,2040,4095,2.5,4,8,458799.0
13025,2390,4385,2.5,4,8,446207.0
13026,2550,4095,2.5,4,8,500194.0
13027,2370,4324,2.5,3,8,453050.0
13028,2380,4348,2.5,4,8,445221.0
13029,2040,4348,2.5,3,8,441757.0
13030,2370,4348,2.5,4,8,444960.0
13031,2370,4512,2.5,3,8,430347.0
13032,2380,6397,2.5,4,8,432025.0
13033,2370,4375,2.5,3,8,446436.0
13034,2390,6783,2.5,3,8,476406.0
13035,2550,4758,2.5,4,8,425589.0
13036,2550,4547,2.5,4,8,436609.0
13037,2040,3626,2.5,4,8,377852.0
13038,2550,3810,2.5,4,8,386563.0
13039,2040,3810,2.5,3,8,404874.0
13040,2040,3810,2.5,3,8,307196.0
13041,2300,4602,2.5,4,8,450411.0
13042,2370,4590,2.5,4,8,475235.0
13043,2390,4639,2.5,4,8,434217.0
13044,2390,4639,2.5,4,8,390038.0
13045,2040,5545,2.5,4,8,428124.0
13046,2550,5404,2.5,4,8,450093.0
13047,2300,4332,2.5,4,8,403676.0
13048,2370,4625,2.5,3,8,435872.0
13049,2300,4249,2.5,4,8,416813.0
13050,2550,4486,2.5,4,8,484862.0
13051,2550,4486,2.5,4,8,428986.0
13052,2370,3825,2.5,3,8,406014.0
13053,2550,4403,2.5,4,8,402175.0
13054,2370,4005,2.5,3,8,432758.0
13055,2370,4005,2.5,3,8,482435.0
13056,3200,6273,2.5,4,10,732684.0
13057,3200,6273,2.5,4,10,655765.0
13058,2940,6273,2.5,4,9,613690.0
13059,2940,6273,2.5,4,9,598549.0
13060,2820,6347,2.5,4,9,606975.0
13061,3060,6399,2.5,4,9,617058.0
13062,3310,6619,2.5,4,10,656483.0
13063,3190,7832,2.5,4,10,645721.0
13064,3680,7227,2.75,4,10,718540.0
13065,3680,7227,2.75,4,10,624762.0
13066,3680,7793,2.75,4,10,751570.0
13067,2790,8078,3.0,4,9,581774.0
13068,2790,8078,3.0,4,9,517889.0
13069,2940,6591,2.5,4,9,630513.0
13070,3480,8214,2.5,4,10,715796.0
13071,3120,7756,2.5,4,9,668927.0
13072,3030,6347,2.5,4,9,605795.0
13073,3400,5889,3.5,4,9,657789.0
13074,3400,6258,3.5,4,9,615538.0
13075,3400,6258,3.5,4,9,552886.0
13076,3200,6420,3.5,4,9,559164.0
13077,3400,5100,3.5,5,9,609649.0
13078,3400,5100,3.0,4,9,638736.0
13079,3400,5100,3.0,4,9,573931.0
13080,3400,6965,3.5,4,9,647957.0
13081,2510,6853,2.5,4,9,503646.0
13082,2510,6853,2.5,4,9,473043.0
13083,3400,7607,2.5,4,9,614812.0
13084,3400,5512,3.5,4,9,620729.0
13085,3400,5512,3.5,4,9,506803.0
13086,2910,5527,2.5,4,9,610075.0
13087,3190,5725,2.5,4,9,591045.0
13088,2800,5281,2.5,4,9,495944.0
13089,2910,5281,2.75,4,9,569797.0
13090,2910,5281,2.75,4,9,476536.0
13091,2910,7631,2.5,4,9,602969.0
13092,3190,8276,3.5,4,9,776120.0
13093,3400,6799,3.5,4,9,633790.0
13094,3190,5100,2.5,4,9,587810.0
13095,3400,5800,2.5,4,9,572006.0
13096,3400,5554,3.5,4,9,626303.0
13097,3400,5501,3.5,4,9,605064.0
13098,3190,7399,2.5,4,10,652940.0
13099,3190,6945,2.5,4,10,651625.0
13100,3680,7122,2.5,4,10,686098.0
13101,3570,7353,2.75,5,10,722767.0
13102,3680,7236,2.5,4,10,725695.0
13103,3680,7236,2.5,4,10,662392.0
13104,3440,6915,2.5,4,10,734742.0
13105,3680,6830,2.75,4,10,763058.0
13106,3120,6649,2.5,4,10,616391.0
13107,2630,7180,3.0,4,9,559778.0
13108,2630,7180,3.0,4,9,570510.0
13109,3310,7374,2.5,4,10,651536.0
13110,3190,8195,2.5,4,10,653709.0
13111,3680,7710,2.75,4,10,726393.0
13112,3680,7710,2.75,4,10,696915.0
13113,3680,7224,3.0,4,10,625973.0
13114,3680,8690,2.75,4,10,785735.0
13115,3680,7751,2.75,4,10,805446.0
13116,3200,7639,3.5,4,9,565897.0
13117,2800,6567,2.5,4,9,524187.0
13118,3400,8045,3.5,4,9,611391.0
13119,3400,8045,3.5,4,9,534527.0
13120,3200,7378,2.5,4,9,570356.0
13121,3200,7378,2.5,4,9,574773.0
13122,2910,5489,3.5,4,9,576053.0
13123,1690,11520,2.25,3,7,482121.0
13124,960,7319,1.0,2,6,94726.0
13125,1280,23400,1.0,2,6,264233.0
13126,2470,19200,2.75,5,8,452302.0
13127,1500,11050,1.0,4,7,277505.0
13128,1260,30400,1.75,3,7,305421.0
13129,2590,11562,2.25,4,7,349993.0
13130,1520,11760,2.0,3,7,351301.0
13131,1680,7201,2.5,3,7,309835.0
13132,1100,6742,2.0,3,7,263099.0
13133,1280,6444,2.0,3,7,312005.0
13134,1100,6622,2.0,3,7,292451.0
13135,1280,6570,2.0,3,7,292873.0
13136,1250,16188,2.0,3,7,335389.0
13137,2020,4945,1.75,2,7,496365.0
13138,1820,5001,2.0,5,7,681665.0
13139,1720,5382,2.0,3,7,508598.0
13140,2420,5319,3.0,4,7,730913.0
13141,3940,5315,3.0,5,9,972342.0
13142,1000,5800,1.75,3,7,823264.0
13143,1660,4685,2.5,3,7,609170.0
13144,1280,7524,1.75,3,7,283117.0
13145,1300,10484,2.5,3,8,373029.0
13146,1140,5040,1.75,2,7,353114.0
13147,1300,4988,2.25,2,7,288579.0
13148,1350,3206,2.25,2,7,404685.0
13149,1340,1895,2.25,2,7,404009.0
13150,1320,2548,2.25,2,7,364698.0
13151,1700,5641,2.25,3,7,320040.0
13152,2050,5641,2.25,4,7,381698.0
13153,1980,9600,1.75,3,7,474256.0
13154,2060,7260,1.75,3,7,517622.0
13155,2030,12582,3.25,3,9,580812.0
13156,3540,16537,2.25,4,8,643275.0
13157,3260,18887,2.25,3,8,554218.0
13158,1530,18400,1.75,4,6,327708.0
13159,2260,109335,2.5,4,8,539168.0
13160,2380,116305,2.5,4,8,632909.0
13161,3240,112820,2.5,4,9,732235.0
13162,3420,115434,2.5,4,9,651359.0
13163,3250,152024,2.25,4,9,641025.0
13164,2600,4770,2.5,4,8,526890.0
13165,2840,4770,2.5,4,8,532646.0
13166,2240,6000,2.5,3,8,354075.0
13167,2830,7334,2.75,4,8,599302.0
13168,2830,7334,2.75,4,8,569725.0
13169,2840,8566,2.5,4,8,582678.0
13170,2830,8126,2.75,4,8,512164.0
13171,1320,10916,1.75,4,6,193272.0
13172,900,7558,1.0,3,6,249865.0
13173,870,7558,1.0,2,6,242557.0
13174,800,7269,1.0,2,6,240177.0
13175,1100,7200,1.0,2,6,154253.0
13176,1040,7792,1.0,2,6,255282.0
13177,790,7315,1.0,2,6,250199.0
13178,1100,9360,1.5,2,6,229199.0
13179,1100,9666,1.5,2,6,274869.0
13180,1730,10512,1.75,3,7,393378.0
13181,1710,11520,2.25,3,7,322726.0
13182,1730,9520,1.75,4,7,384584.0
13183,1810,9570,1.5,3,7,340780.0
13184,2190,10179,2.5,4,7,495108.0
13185,1520,9600,1.75,3,7,201334.0
13186,1730,10902,1.75,4,7,341636.0
13187,1730,11040,1.75,4,7,367697.0
13188,1680,11040,2.75,3,7,391802.0
13189,1280,10716,1.75,3,7,302730.0
13190,960,8236,1.0,2,6,103719.0
13191,1250,7315,1.0,3,6,280190.0
13192,1900,7200,2.5,3,7,320267.0
13193,2480,9869,2.5,4,8,467325.0
13194,1570,7884,1.75,3,7,312033.0
13195,1390,7287,2.0,4,7,280387.0
13196,1290,7108,1.75,3,7,293545.0
13197,2160,5120,1.0,2,6,298752.0
13198,1300,5037,1.5,3,7,349497.0
13199,2820,5934,2.5,4,9,1280408.0
13200,2990,11210,2.75,4,8,359924.0
13201,3320,7333,2.5,4,10,887895.0
13202,2040,4000,2.75,4,6,351301.0
13203,1890,4000,2.0,3,6,421939.0
13204,2100,6200,2.75,5,7,421427.0
13205,2010,3797,2.0,2,7,438401.0
13206,1050,7440,1.0,3,7,440849.0
13207,1050,9206,1.0,3,7,396009.0
13208,1010,7210,1.0,3,7,358939.0
13209,1660,10247,2.25,3,7,427883.0
13210,1490,7553,1.5,3,7,421427.0
13211,1560,7193,2.0,3,7,426079.0
13212,1560,8197,2.0,4,7,406247.0
13213,1510,7687,1.0,2,7,306767.0
13214,1150,8958,1.75,3,6,292843.0
13215,840,6200,1.0,2,6,276935.0
13216,1440,6695,1.5,4,7,343393.0
13217,1070,7754,1.75,3,6,279645.0
13218,1070,7754,1.75,3,6,159245.0
13219,1620,8690,1.0,3,6,247341.0
13220,2240,14000,2.5,4,7,377778.0
13221,1140,1291,2.5,2,8,337697.0
13222,1700,1680,2.5,3,8,384113.0
13223,1200,8330,1.0,3,6,318640.0
13224,1350,6750,1.0,2,7,428011.0
13225,1820,12000,1.75,4,7,319132.0
13226,2650,11998,2.25,4,8,399172.0
13227,2620,12060,2.25,3,8,482816.0
13228,1510,11890,1.5,3,8,367697.0
13229,2910,11840,3.0,4,8,494816.0
13230,2560,14161,2.75,4,8,477468.0
13231,2100,12825,2.25,3,8,344454.0
13232,1870,14082,1.75,2,8,431015.0
13233,3623,19022,2.75,3,10,959666.0
13234,1030,7680,1.0,3,7,434210.0
13235,1560,7680,1.0,3,7,418246.0
13236,1560,7680,1.0,3,7,404892.0
13237,1810,7680,1.75,4,8,425475.0
13238,2690,15000,2.25,2,8,796632.0
13239,1050,15600,1.0,2,6,230318.0
13240,2780,12000,2.75,5,8,484219.0
13241,2087,15500,2.0,4,7,438419.0
13242,2930,15700,2.75,5,8,257656.0
13243,2560,24880,1.75,4,7,365504.0
13244,1090,20900,1.5,3,7,264497.0
13245,1900,18000,2.25,3,7,374753.0
13246,1540,9450,2.0,5,7,286541.0
13247,1180,5500,1.0,3,7,280284.0
13248,2960,5000,1.75,3,10,924748.0
13249,2960,5000,1.75,3,10,930530.0
13250,2080,10000,1.75,3,7,432133.0
13251,2630,10000,3.25,5,7,524590.0
13252,2090,1729,2.5,3,9,913275.0
13253,1950,2063,3.0,3,8,646530.0
13254,2960,5348,2.5,4,8,838855.0
13255,1760,10780,1.75,3,8,528100.0
13256,1300,4000,1.5,2,6,406456.0
13257,1010,4000,1.0,3,7,429592.0
13258,2160,4000,2.0,4,8,378599.0
13259,3382,18900,3.25,7,8,513883.0
13260,2270,8099,2.25,4,8,427265.0
13261,3060,11978,2.5,5,8,436864.0
13262,2070,8127,2.25,3,8,371824.0
13263,2230,9747,2.5,3,8,404443.0
13264,1920,9272,2.0,4,7,160437.0
13265,2680,6350,2.5,4,7,588187.0
